,location,total_sqft,bath,balcony,price,bhk
7424,Whitefield,2990.0,3.0,2.0,198.0,4.0
7427,Whitefield,1720.0,3.0,3.0,98.97,3.0
7428,Whitefield,1600.0,3.0,2.0,95.0,3.0
7429,Whitefield,1655.0,3.0,1.0,108.0,3.0
7430,Whitefield,1740.0,3.0,2.0,95.0,3.0
7432,Whitefield,1350.0,2.0,1.0,88.0,2.0
7434,Whitefield,1216.0,2.0,1.0,80.0,2.0
7435,Whitefield,2900.0,4.0,3.0,225.0,4.0
7436,Whitefield,1340.0,2.0,1.0,101.0,2.0
7437,Whitefield,1190.0,2.0,1.0,64.0,2.0
7441,Whitefield,1100.0,2.0,2.0,65.0,2.0
7444,Whitefield,3117.0,3.0,2.0,261.0,3.0
7445,Whitefield,1216.0,2.0,1.0,73.0,2.0
7447,Whitefield,3150.0,3.0,1.0,290.0,3.0
7449,Whitefield,2956.0,5.0,2.0,234.0,4.0
7453,Whitefield,2247.0,3.0,2.0,145.0,3.0
7454,Whitefield,3940.0,5.0,3.0,265.0,4.0
7456,Whitefield,1160.0,2.0,1.0,67.0,2.0
7457,Whitefield,1216.0,2.0,1.0,66.88,2.0
7458,Whitefield,1180.0,2.0,1.0,77.0,2.0
7459,Whitefield,2140.0,3.0,2.0,139.0,3.0
7460,Whitefield,1314.0,2.0,1.0,84.0,2.0
7463,Whitefield,1012.0,2.0,1.0,58.0,2.0
7467,Whitefield,1431.0,3.0,2.0,85.0,3.0
7468,Whitefield,524.0,1.0,1.0,29.0,1.0
7470,Whitefield,2135.0,3.0,2.0,149.0,4.0
7473,Whitefield,1760.0,3.0,2.0,160.0,3.0
7474,Whitefield,1655.0,3.0,2.0,110.0,3.0
7475,Whitefield,840.0,1.0,1.0,57.0,1.0
7476,Whitefield,1725.0,3.0,2.0,106.0,3.0
7478,Whitefield,1059.0,2.0,1.0,57.0,2.0
7479,Whitefield,516.0,1.0,1.0,39.0,1.0
7481,Whitefield,6000.0,4.0,2.0,410.0,4.0
7482,Whitefield,1639.0,3.0,2.0,107.0,3.0
7483,Whitefield,1820.0,3.0,2.0,113.0,3.0
7486,Whitefield,3410.0,5.0,3.0,253.0,4.0
7489,Whitefield,4500.0,4.0,2.0,330.0,4.0
7490,Whitefield,1250.0,2.0,2.0,85.0,2.0
7492,Whitefield,1277.0,2.0,1.0,77.0,2.0
7493,Whitefield,1820.0,3.0,2.0,140.0,3.0
7494,Whitefield,3453.0,4.0,2.0,247.0,4.0
7499,Whitefield,2280.0,4.0,2.0,125.0,3.0
7500,Whitefield,2882.0,5.0,1.0,200.0,4.0
7504,Whitefield,1190.0,2.0,1.0,70.0,2.0
7506,Whitefield,1270.0,2.0,1.0,94.0,2.0
7507,Whitefield,1220.0,2.0,1.0,89.0,2.0
7510,Whitefield,3758.0,3.0,1.0,300.0,3.0
7515,Whitefield,1216.0,2.0,1.0,72.0,2.0
7517,Whitefield,5400.0,5.0,3.0,475.0,4.0
7518,Whitefield,1396.0,3.0,1.0,74.0,3.0
7523,Whitefield,1346.0,2.0,1.0,76.01,2.0
7524,Whitefield,1276.0,2.0,1.0,69.5,2.0
7526,Whitefield,1615.0,3.0,0.0,96.9,3.0
7532,Whitefield,1200.0,2.0,3.0,70.0,2.0
7533,Whitefield,1015.0,2.0,3.0,56.0,2.0
7535,Whitefield,1216.0,2.0,1.0,75.0,2.0
7537,Whitefield,2321.0,4.0,1.0,157.0,3.0
7538,Whitefield,1224.0,2.0,2.0,75.0,2.0
7539,Whitefield,1655.0,3.0,2.0,113.0,3.0
7544,Whitefield,1200.0,3.0,2.0,67.75,3.0
7546,Whitefield,1270.0,2.0,1.0,110.0,2.0
7547,Whitefield,1660.0,3.0,1.0,110.0,3.0
7548,Whitefield,1270.0,2.0,1.0,105.0,2.0
7550,Whitefield,1173.0,2.0,1.0,78.2,2.0
7551,Whitefield,1362.0,2.0,3.0,85.0,2.0
7552,Whitefield,1457.0,2.0,2.0,105.0,3.0
7553,Whitefield,1720.0,3.0,2.0,128.0,3.0
7557,Whitefield,1564.0,3.0,1.0,103.0,3.0
7561,Whitefield,1639.0,3.0,2.0,107.0,3.0
7562,Whitefield,1760.0,3.0,2.0,139.0,3.0
7563,Whitefield,613.0,1.0,1.0,48.0,1.0
7564,Whitefield,1730.0,3.0,2.0,125.0,3.0
7566,Whitefield,877.0,1.0,1.0,59.0,1.0
7569,Yelachenahalli,1464.0,2.0,3.0,105.0,3.0
7570,Yelachenahalli,2400.0,1.0,1.0,150.0,2.0
7571,Yelachenahalli,1700.0,3.0,2.0,130.0,3.0
7573,Yelachenahalli,1400.0,2.0,3.0,78.0,2.0
7574,Yelachenahalli,1330.0,3.0,3.0,73.5,3.0
7576,Yelachenahalli,1100.0,2.0,2.0,60.0,2.0
7581,Yelahanka,1326.0,2.0,2.0,78.0,2.0
7587,Yelahanka,1705.0,3.0,2.0,95.0,3.0
7588,Yelahanka,1234.0,2.0,2.0,80.0,2.0
7589,Yelahanka,1315.0,2.0,2.0,85.0,2.0
7590,Yelahanka,1170.0,2.0,1.0,62.5,2.0
7591,Yelahanka,697.0,1.0,0.0,45.0,1.0
7593,Yelahanka,2195.0,4.0,2.0,127.0,3.0
7595,Yelahanka,1614.0,3.0,2.0,95.0,3.0
7597,Yelahanka,628.0,1.0,1.0,24.0,1.0
7600,Yelahanka,654.0,1.0,1.0,38.4,1.0
7607,Yelahanka,1825.0,3.0,1.0,105.0,3.0
7608,Yelahanka,1603.0,3.0,2.0,96.0,3.0
7609,Yelahanka,1304.0,2.0,1.0,79.0,2.0
7618,Yelahanka,1327.0,2.0,3.0,85.0,2.0
7621,Yelahanka,1566.0,3.0,2.0,97.0,3.0
7623,Yelahanka,1270.0,2.0,2.0,78.0,2.0
7624,Yelahanka,1400.0,2.0,2.0,80.54,3.0
7626,Yelahanka,1322.0,2.0,2.0,86.0,2.0
7627,Yelahanka,1100.0,2.0,1.0,70.0,2.0
7628,Yelahanka,1200.0,2.0,1.0,70.0,2.0
7633,Yelahanka,654.0,1.0,1.0,37.0,1.0
7634,Yelahanka,1465.0,3.0,2.0,80.01,3.0
7643,Yelahanka,2145.0,3.0,3.0,125.0,3.0
7645,Yelahanka,1322.0,2.0,2.0,75.0,2.0
7647,Yelahanka,602.0,1.0,1.0,26.0,1.0
7648,Yelahanka,1100.0,2.0,1.0,60.0,2.0
7649,Yelahanka,1614.0,2.0,1.0,100.0,3.0
7650,Yelahanka,1890.0,3.0,2.0,108.0,3.0
7651,Yelahanka,1556.0,3.0,2.0,86.0,3.0
7658,Yelahanka,1859.0,3.0,1.0,108.0,3.0
7660,Yelahanka,1322.0,2.0,2.0,80.0,2.0
7663,Yelahanka,2600.0,4.0,3.0,175.0,4.0
7664,Yelahanka,1305.0,2.0,1.0,78.0,2.0
7667,Yelahanka,1315.0,2.0,3.0,75.0,2.0
7670,Yelahanka,1614.0,3.0,2.0,95.0,3.0
7671,Yelahanka,1650.0,3.0,3.0,105.0,3.0
7676,Yelahanka,3990.0,4.0,1.0,260.0,4.0
7677,Yelahanka,1620.0,3.0,2.0,90.0,3.0
7678,Yelahanka,654.0,1.0,1.0,36.25,1.0
7679,Yelahanka,1614.0,3.0,2.0,93.0,3.0
7680,Yelahanka,694.0,1.0,0.0,30.84,1.0
7681,Yelahanka,1115.0,2.0,2.0,60.0,2.0
7682,Yelahanka,2317.0,4.0,3.0,140.0,3.0
7683,Yelahanka,1653.0,3.0,3.0,93.0,3.0
7684,Yelahanka,654.0,1.0,1.0,38.0,1.0
7686,Yelahanka,1445.0,2.0,2.0,82.0,2.0
7688,Yelahanka,602.0,1.0,1.0,38.0,1.0
7689,Yelahanka,697.0,1.0,1.0,35.0,1.0
7691,Yelahanka,682.0,1.0,1.0,36.23,1.0
7693,Yelahanka,1560.0,2.0,2.0,98.0,3.0
7694,Yelahanka,1780.0,3.0,2.0,107.0,3.0
7695,Yelahanka,1342.0,2.0,2.0,75.0,3.0
7696,Yelahanka,1823.0,3.0,2.0,103.0,3.0
7697,Yelahanka,1792.0,3.0,1.0,104.0,3.0
7698,Yelahanka,1304.0,2.0,1.0,69.97,2.0
7702,Yelahanka,1705.0,3.0,1.0,91.0,3.0
7704,Yelahanka,1835.0,3.0,1.0,108.0,3.0
7707,Yelahanka,1890.0,3.0,2.0,109.0,3.0
7708,Yelahanka,700.0,1.0,1.0,38.0,1.0
7709,Yelahanka,1491.0,3.0,2.0,85.0,3.0
7715,Yelahanka,1600.0,3.0,3.0,100.0,3.0
7720,Yelahanka,1350.0,2.0,3.0,85.0,3.0
7721,Yelahanka,1633.0,3.0,2.0,110.0,3.0
7722,Yelahanka,1355.0,2.0,3.0,75.0,3.0
7727,Yelahanka,1175.0,2.0,1.0,67.77,2.0
7728,Yelahanka,1322.0,2.0,1.0,77.9,2.0
7729,Yelahanka,602.0,1.0,1.0,33.0,1.0
7730,Yelahanka,1315.0,2.0,3.0,77.0,2.0
7733,Yelahanka,567.0,1.0,1.0,25.0,1.0
7735,Yelahanka,602.0,2.0,1.0,30.0,1.0
7737,Yelahanka,1234.0,2.0,2.0,80.0,2.0
7740,Yelahanka,1267.0,3.0,1.0,78.0,2.0
7741,Yelahanka,1360.0,2.0,1.0,78.19,2.0
7743,Yelahanka New Town,650.0,1.0,2.0,33.0,1.0
7744,Yelahanka New Town,500.0,1.0,1.0,20.0,1.0
7745,Yelahanka New Town,440.0,1.0,1.0,16.5,1.0
7746,Yelahanka New Town,1610.0,3.0,2.0,92.0,3.0
7747,Yelahanka New Town,1700.0,3.0,2.0,90.0,3.0
7748,Yelahanka New Town,650.0,1.0,1.0,20.0,1.0
7749,Yelahanka New Town,350.0,1.0,1.0,13.5,1.0
7752,Yelahanka New Town,500.0,2.0,1.0,24.0,1.0
7753,Yelahanka New Town,650.0,1.0,1.0,17.0,1.0
7754,Yelahanka New Town,450.0,1.0,0.0,16.0,1.0
7758,Yelahanka New Town,1209.0,2.0,3.0,65.0,3.0
7759,Yelahanka New Town,1400.0,2.0,2.0,80.0,3.0
7760,Yelahanka New Town,450.0,1.0,1.0,15.0,1.0
7761,Yelahanka New Town,500.0,1.0,1.0,18.0,1.0
7764,Yelahanka New Town,2200.0,2.0,0.0,180.0,2.0
7765,Yelahanka New Town,488.0,1.0,1.0,20.0,1.0
7770,Yelahanka New Town,650.0,1.0,1.0,18.0,1.0
7772,Yelahanka New Town,1740.0,3.0,2.0,150.0,3.0
7773,Yelahanka New Town,1290.0,2.0,2.0,70.0,2.0
7785,Yeshwanthpur,2502.0,3.0,3.0,138.0,3.0
7786,Yeshwanthpur,1693.0,3.0,3.0,108.0,3.0
7787,Yeshwanthpur,667.0,1.0,1.0,36.85,1.0
7788,Yeshwanthpur,1950.0,4.0,0.0,130.0,4.0
7790,Yeshwanthpur,665.0,1.0,1.0,36.85,1.0
7791,Yeshwanthpur,1161.0,2.0,2.0,64.08,2.0
7792,Yeshwanthpur,2557.0,3.0,2.0,141.0,3.0
7793,Yeshwanthpur,1850.0,3.0,3.0,100.0,3.0
7794,Yeshwanthpur,671.0,1.0,1.0,36.85,1.0
7795,Yeshwanthpur,1852.0,3.0,2.0,160.0,3.0
7796,Yeshwanthpur,668.0,1.0,1.0,36.85,1.0
7797,Yeshwanthpur,1185.0,2.0,2.0,75.84,2.0
7798,Yeshwanthpur,1195.0,2.0,2.0,100.0,2.0
7799,Yeshwanthpur,1313.0,3.0,1.0,96.0,3.0
7800,Yeshwanthpur,1400.0,2.0,2.0,100.0,2.0
7801,Yeshwanthpur,2559.0,3.0,2.0,141.0,3.0
7803,Yeshwanthpur,673.0,1.0,1.0,36.85,1.0
7805,Yeshwanthpur,1168.0,2.0,2.0,64.08,2.0
7806,Yeshwanthpur,1382.0,2.0,2.0,76.18,3.0
7807,Yeshwanthpur,669.0,1.0,1.0,36.85,1.0
7808,Yeshwanthpur,1385.0,2.0,2.0,76.18,3.0
7809,Yeshwanthpur,3027.0,4.0,3.0,260.0,3.0
7811,Yeshwanthpur,1679.0,3.0,2.0,92.13,3.0
7812,Yeshwanthpur,670.0,1.0,1.0,36.85,1.0
7813,Yeshwanthpur,1381.0,2.0,2.0,76.18,3.0
7814,Yeshwanthpur,1678.0,3.0,2.0,92.13,3.0
7815,Yeshwanthpur,1240.0,2.0,2.0,80.0,2.0
7816,Yeshwanthpur,1713.0,3.0,2.0,110.0,3.0
7817,Yeshwanthpur,1144.0,2.0,2.0,67.0,2.0
7818,Yeshwanthpur,1541.0,2.0,2.0,130.0,2.0
7819,Yeshwanthpur,2501.0,3.0,3.0,138.0,3.0
7820,Yeshwanthpur,1362.0,2.0,0.0,100.0,2.0
7821,Yeshwanthpur,666.0,1.0,1.0,36.8,1.0
7822,Yeshwanthpur,1855.0,3.0,3.0,140.0,3.0
7823,Yeshwanthpur,2504.0,3.0,3.0,138.0,3.0
7824,Yeshwanthpur,1165.0,2.0,1.0,85.0,2.0
7825,Yeshwanthpur,1163.0,2.0,2.0,64.08,2.0
7826,Yeshwanthpur,1165.0,2.0,2.0,64.08,2.0
7827,Yeshwanthpur,1825.0,3.0,2.0,145.0,3.0
7828,Yeshwanthpur,1384.0,2.0,2.0,76.18,3.0
7829,Yeshwanthpur,994.0,2.0,0.0,54.67,1.0
7830,Yeshwanthpur,650.0,1.0,0.0,40.0,1.0
7831,Yeshwanthpur,1855.0,3.0,3.0,140.0,3.0
7832,Yeshwanthpur,1500.0,3.0,1.0,100.0,3.0
7833,Yeshwanthpur,1167.0,2.0,2.0,64.08,2.0
7834,Yeshwanthpur,1164.0,2.0,2.0,64.08,2.0
7835,Yeshwanthpur,1520.0,3.0,3.0,85.0,3.0
7836,Yeshwanthpur,1677.0,3.0,2.0,92.13,3.0
7837,Yeshwanthpur,674.0,1.0,1.0,36.85,1.0
7838,Yeshwanthpur,1383.0,2.0,2.0,76.18,3.0
7839,Yeshwanthpur,672.0,1.0,1.0,36.85,1.0
7840,Yeshwanthpur,1162.0,2.0,2.0,64.08,2.0
7841,Yeshwanthpur,1166.0,2.0,1.0,64.08,2.0
7842,Yeshwanthpur,1195.0,2.0,2.0,100.0,2.0
7843,Yeshwanthpur,1692.0,3.0,3.0,108.0,3.0
7844,Yeshwanthpur,1169.0,2.0,2.0,64.08,2.0
7845,Yeshwanthpur,2500.0,5.0,2.0,185.0,6.0
7846,Yeshwanthpur,2500.0,3.0,3.0,138.0,3.0
7847,Yeshwanthpur,1160.0,2.0,2.0,64.08,2.0
7848,Yeshwanthpur,1676.0,3.0,2.0,92.13,3.0
7849,Yeshwanthpur,2503.0,3.0,3.0,138.0,3.0
7850,Yeshwanthpur,1855.0,3.0,3.0,135.0,3.0
7851,Yeshwanthpur,1876.0,3.0,3.0,160.0,3.0
7852,Yeshwanthpur,1675.0,3.0,2.0,92.13,3.0
7853,other,2770.0,4.0,2.0,290.0,3.0
7856,other,600.0,1.0,0.0,38.0,1.0
7859,other,1500.0,2.0,2.0,185.0,2.0
7860,other,840.0,2.0,2.0,45.0,2.0
7861,other,4395.0,3.0,2.0,240.0,3.0
7862,other,845.0,2.0,1.0,55.0,2.0
7863,other,2511.0,3.0,3.0,205.0,3.0
7864,other,1660.0,2.0,2.0,105.0,3.0
7866,other,1200.0,2.0,1.0,65.0,2.0
7867,other,1200.0,3.0,1.0,90.0,3.0
7871,other,782.0,2.0,2.0,55.68,2.0
7872,other,1800.0,3.0,3.0,120.0,3.0
7873,other,1413.0,2.0,2.0,75.0,3.0
7874,other,945.0,2.0,1.0,54.0,2.0
7875,other,1870.0,3.0,3.0,110.0,3.0
7876,other,1260.0,2.0,2.0,85.05,3.0
7878,other,2795.0,4.0,2.0,235.0,3.0
7880,other,1904.0,3.0,1.0,150.0,3.0
7881,other,2000.0,3.0,1.0,175.0,3.0
7884,other,1500.0,3.0,2.0,100.0,3.0
7886,other,1783.0,3.0,1.0,115.0,3.0
7887,other,912.0,2.0,1.0,70.0,3.0
7890,other,1580.0,3.0,3.0,100.0,3.0
7891,other,1415.0,3.0,3.0,78.0,3.0
7893,other,2405.0,4.0,2.0,260.0,3.0
7894,other,1500.0,2.0,1.0,115.0,2.0
7899,other,1060.0,2.0,2.0,60.0,2.0
7900,other,2600.0,8.0,2.0,180.0,8.0
7902,other,1285.0,2.0,3.0,72.5,2.0
7903,other,4050.0,3.0,2.0,280.0,3.0
7906,other,1280.0,2.0,1.0,69.0,2.0
7907,other,3045.0,3.0,2.0,170.0,3.0
7910,other,900.0,2.0,1.0,110.0,2.0
7915,other,1560.0,3.0,3.0,115.0,3.0
7918,other,1200.0,4.0,3.0,165.0,4.0
7920,other,1645.0,3.0,2.0,95.0,3.0
7921,other,1200.0,2.0,0.0,79.0,2.0
7923,other,1350.0,2.0,0.0,140.0,3.0
7924,other,1800.0,3.0,0.0,150.0,3.0
7926,other,1762.0,3.0,1.0,125.0,3.0
7928,other,1200.0,3.0,0.0,90.0,3.0
7929,other,2023.71,3.0,2.0,275.0,3.0
7935,other,2150.0,4.0,2.0,240.0,3.0
7938,other,3309.0,4.0,3.0,325.0,4.0
7939,other,5000.0,9.0,3.0,360.0,11.0
7941,other,1150.0,2.0,2.0,126.0,2.0
7944,other,1200.0,2.0,1.0,74.0,2.0
7947,other,1753.0,3.0,2.0,120.0,3.0
7949,other,720.0,2.0,1.0,45.0,2.0
7952,other,1200.0,3.0,1.0,165.0,4.0
7953,other,700.0,1.0,0.0,41.0,1.0
7955,other,1595.0,3.0,2.0,115.0,3.0
7956,other,1353.0,2.0,2.0,110.0,2.0
7957,other,1200.0,2.0,0.0,85.0,1.0
7960,other,1325.0,2.0,1.0,90.0,3.0
7963,other,1056.0,2.0,1.0,80.0,2.0
7965,other,1600.0,3.0,2.0,86.0,3.0
7967,other,1544.0,3.0,2.0,120.0,3.0
7968,other,1200.0,2.0,0.0,65.0,2.0
7969,other,540.0,1.0,1.0,36.0,1.0
7970,other,1578.0,3.0,1.0,180.0,3.0
7972,other,1600.0,2.0,0.0,115.0,2.0
7973,other,416.0,1.0,1.0,18.5,1.0
7976,other,834.0,1.0,1.0,60.0,1.0
7977,other,1125.0,4.0,1.0,70.0,3.0
7978,other,3000.0,5.0,2.0,260.0,4.0
7979,other,2160.0,5.0,1.0,250.0,6.0
7981,other,469.0,1.0,0.0,25.0,1.0
7986,other,1630.0,2.0,2.0,200.0,2.0
7988,other,1200.0,2.0,0.0,70.0,3.0
7989,other,1350.0,3.0,0.0,77.0,3.0
7990,other,1180.0,2.0,2.0,78.34,3.0
7991,other,1355.0,2.0,2.0,115.0,2.0
7992,other,600.0,1.0,0.0,50.0,1.0
7993,other,1875.0,3.0,2.0,165.0,3.0
7994,other,600.0,2.0,1.0,55.0,2.0
7997,other,1750.0,3.0,1.0,120.0,3.0
8000,other,1092.0,2.0,1.0,98.5,3.0
8003,other,1855.0,3.0,1.0,225.0,3.0
8007,other,425.0,1.0,0.0,20.03,1.0
8009,other,600.0,1.0,1.0,60.0,1.0
8010,other,1468.0,2.0,1.0,140.0,2.0
8011,other,4300.0,5.0,2.0,550.0,4.0
8013,other,775.0,2.0,1.0,55.0,2.0
8016,other,1352.0,3.0,0.0,135.0,3.0
8018,other,1200.0,3.0,2.0,95.0,4.0
8019,other,1976.0,3.0,1.0,184.0,3.0
8020,other,5500.0,4.0,2.0,600.0,4.0
8021,other,1200.0,3.0,0.0,95.0,3.0
8024,other,1180.0,2.0,1.0,69.0,2.0
8025,other,686.0,1.0,1.0,17.0,1.0
8027,other,1500.0,4.0,2.0,180.0,4.0
8029,other,1282.0,2.0,2.0,87.0,2.0
8031,other,1500.0,2.0,2.0,95.0,3.0
8032,other,1300.0,1.0,1.0,115.0,2.0
8033,other,530.0,1.0,1.0,20.0,1.0
8034,other,1350.0,2.0,3.0,80.0,2.0
8036,other,2400.0,6.0,3.0,125.0,8.0
8038,other,1141.0,2.0,0.0,62.0,2.0
8041,other,950.0,1.0,1.0,40.0,1.0
8048,other,1480.0,3.0,2.0,90.0,3.0
8049,other,1600.0,3.0,3.0,90.0,3.0
8050,other,1200.0,4.0,0.0,135.0,4.0
8052,other,1500.0,3.0,2.0,115.0,3.0
8053,other,1824.0,3.0,3.0,125.0,3.0
8054,other,750.0,1.0,0.0,56.25,1.0
8061,other,6000.0,5.0,3.0,400.0,4.0
8062,other,2400.0,3.0,2.0,170.0,3.0
8064,other,1500.0,2.0,2.0,98.0,3.0
8065,other,3095.0,3.0,3.0,350.0,3.0
8067,other,1200.0,1.0,1.0,28.0,1.0
8068,other,1500.0,3.0,3.0,100.0,3.0
8070,other,1560.0,5.0,1.0,145.0,5.0
8072,other,1560.0,3.0,1.0,188.0,3.0
8075,other,485.0,1.0,1.0,15.0,1.0
8081,other,1200.0,3.0,1.0,130.0,3.0
8082,other,1050.0,2.0,1.0,67.0,2.0
8083,other,1596.0,3.0,1.0,105.0,3.0
8087,other,1200.0,3.0,1.0,85.0,3.0
8088,other,1132.0,2.0,1.0,67.0,2.0
8090,other,1515.0,3.0,3.0,88.0,3.0
8093,other,1380.0,2.0,1.0,80.0,2.0
8096,other,4346.0,5.0,2.0,500.0,4.0
8098,other,2200.0,3.0,2.0,187.0,3.0
8099,other,3329.0,3.0,2.0,330.0,3.0
8100,other,3600.0,4.0,2.0,300.0,4.0
8101,other,3500.0,3.0,3.0,450.0,4.0
8103,other,1093.0,2.0,2.0,65.0,2.0
8105,other,1535.0,3.0,1.0,95.0,3.0
8107,other,1100.0,2.0,1.0,62.7,2.0
8110,other,2197.0,4.0,3.0,280.0,3.0
8112,other,1100.0,2.0,1.0,60.0,2.0
8113,other,1600.0,3.0,1.0,172.0,4.0
8114,other,1450.0,2.0,2.0,85.0,3.0
8115,other,2000.0,3.0,1.0,166.0,4.0
8119,other,1756.0,3.0,3.0,100.0,3.0
8120,other,1532.0,3.0,3.0,92.0,3.0
8121,other,1650.0,3.0,0.0,110.0,3.0
8122,other,1200.0,2.0,2.0,66.0,2.0
8124,other,1525.0,2.0,3.0,122.0,3.0
8128,other,2400.0,3.0,2.0,200.0,4.0
8129,other,1000.0,2.0,1.0,130.0,2.0
8131,other,3040.0,1.0,1.0,180.0,2.0
8133,other,1390.0,3.0,1.0,120.0,3.0
8135,other,1135.0,2.0,2.0,68.0,2.0
8136,other,900.0,2.0,1.0,55.0,2.0
8140,other,2500.0,3.0,1.0,250.0,3.0
8144,other,1269.72,2.0,2.0,68.0,2.0
8145,other,1168.0,3.0,0.0,70.0,3.0
8147,other,2100.0,4.0,2.0,155.0,4.0
8149,other,1515.0,3.0,3.0,93.93,3.0
8154,other,2700.0,4.0,2.0,214.0,6.0
8155,other,2000.0,3.0,2.0,210.0,3.0
8156,other,2400.0,4.0,1.0,300.0,5.0
8157,other,1760.0,3.0,3.0,176.0,3.0
8158,other,595.0,1.0,1.0,42.0,1.0
8163,other,1170.0,2.0,2.0,86.0,2.0
8164,other,2200.0,4.0,3.0,235.0,4.0
8171,other,1650.0,3.0,3.0,175.0,3.0
8173,other,1670.0,3.0,3.0,91.86,3.0
8177,other,1250.0,2.0,1.0,80.0,3.0
8178,other,1650.0,4.0,2.0,160.0,3.0
8179,other,800.0,2.0,3.0,50.0,2.0
8180,other,1225.0,2.0,2.0,150.0,2.0
8182,other,3675.0,4.0,3.0,367.0,4.0
8183,other,1200.0,2.0,2.0,150.0,2.0
8186,other,1350.0,2.0,1.0,80.0,2.0
8188,other,1614.0,3.0,1.0,110.0,3.0
8189,other,1188.0,2.0,3.0,73.0,2.0
8190,other,1480.0,3.0,2.0,90.0,3.0
8191,other,680.0,2.0,0.0,42.0,2.0
8194,other,955.0,2.0,3.0,53.55,2.0
8196,other,2479.13,3.0,1.0,215.0,3.0
8197,other,1100.0,2.0,0.0,106.0,2.0
8200,other,1925.0,3.0,2.0,120.0,3.0
8201,other,650.0,1.0,1.0,26.0,1.0
8203,other,2000.0,3.0,3.0,207.0,3.0
8204,other,1050.0,2.0,0.0,110.0,2.0
8206,other,2204.0,2.0,3.0,305.0,3.0
8212,other,1685.0,2.0,1.0,110.0,3.0
8214,other,1550.0,3.0,3.0,110.0,3.0
8215,other,500.0,1.0,0.0,20.0,1.0
8217,other,3155.0,4.0,2.0,370.0,3.0
8218,other,1765.0,3.0,3.0,105.0,3.0
8219,other,1265.0,2.0,3.0,70.0,2.0
8220,other,1012.0,2.0,1.0,59.0,2.0
8221,other,2045.0,4.0,3.0,154.0,3.0
8223,other,2400.0,4.0,2.0,280.0,6.0
8224,other,581.91,2.0,1.0,25.0,1.0
8225,other,1158.0,2.0,2.0,85.0,3.0
8226,other,925.0,2.0,2.0,51.0,2.0
8227,other,1415.0,2.0,3.0,110.0,2.0
8230,other,4750.0,5.0,2.0,600.0,4.0
8231,other,1840.0,3.0,2.0,155.0,3.0
8232,other,1350.0,2.0,1.0,185.0,2.0
8233,other,824.0,2.0,0.0,60.0,2.0
8234,other,1340.0,2.0,1.0,100.0,3.0
8235,other,1620.0,2.0,1.0,110.0,3.0
8236,other,1533.0,3.0,2.0,115.0,3.0
8237,other,1560.0,3.0,2.0,85.0,3.0
8239,other,750.0,1.0,2.0,25.0,1.0
8240,other,1375.0,2.0,3.0,85.0,3.0
8247,other,1500.0,3.0,2.0,88.0,3.0
8249,other,1140.0,2.0,1.0,76.0,2.0
8250,other,1198.0,2.0,1.0,84.0,2.0
8251,other,4000.0,4.0,1.0,520.0,4.0
8253,other,1370.0,2.0,2.0,75.0,2.0
8257,other,1000.0,1.0,1.0,55.0,2.0
8258,other,1200.0,2.0,2.0,125.0,2.0
8262,other,1050.0,1.0,1.0,70.0,1.0
8263,other,1200.0,2.0,0.0,80.0,3.0
8271,other,400.0,1.0,0.0,14.0,1.0
8273,other,1575.0,4.0,0.0,150.0,5.0
8275,other,4800.0,5.0,3.0,629.0,4.0
8276,other,1200.0,2.0,2.0,70.0,2.0
8278,other,1100.0,2.0,1.0,60.0,2.0
8280,other,1300.0,2.0,1.0,79.0,2.0
8282,other,3500.0,4.0,3.0,350.0,4.0
8284,other,1000.0,2.0,0.0,110.0,3.0
8291,other,2400.0,3.0,1.0,260.0,3.0
8292,other,1533.0,3.0,2.0,85.0,3.0
8295,other,1452.55,2.0,3.0,110.0,2.0
8296,other,2357.0,3.0,2.0,151.0,3.0
8297,other,1170.0,2.0,3.0,105.0,2.0
8298,other,1411.0,3.0,2.0,91.72,3.0
8300,other,3095.0,3.0,3.0,375.0,3.0
8302,other,1100.0,3.0,1.0,78.0,3.0
8304,other,3600.0,4.0,2.0,365.0,4.0
8307,other,1945.0,3.0,3.0,120.0,3.0
8309,other,1650.0,3.0,1.0,165.0,3.0
8310,other,1550.0,2.0,1.0,150.0,3.0
8312,other,1150.0,2.0,1.0,75.0,3.0
8313,other,1200.0,3.0,1.0,74.0,3.0
8314,other,1229.0,3.0,1.0,86.03,3.0
8315,other,1030.0,2.0,3.0,61.0,2.0
8316,other,600.0,1.0,0.0,32.0,1.0
8317,other,1165.0,2.0,1.0,135.0,2.0
8320,other,3000.0,4.0,2.0,240.0,4.0
8322,other,1315.0,2.0,2.0,90.0,2.0
8323,other,1210.0,2.0,2.0,72.0,2.0
8324,other,11338.0,9.0,1.0,1000.0,6.0
8326,other,30000.0,4.0,2.0,2100.0,4.0
8328,other,1170.0,2.0,2.0,68.0,2.0
8329,other,1600.0,2.0,2.0,110.0,2.0
8331,other,1370.0,2.0,2.0,75.0,3.0
8333,other,1980.0,3.0,2.0,224.0,3.0
8335,other,1700.0,3.0,1.0,97.0,3.0
8336,other,1900.0,3.0,3.0,160.0,3.0
8338,other,1100.0,2.0,1.0,75.0,2.0
8339,other,1929.0,3.0,2.0,115.0,3.0
8340,other,3161.0,4.0,3.0,214.0,4.0
8342,other,3515.0,3.0,1.0,420.0,3.0
8344,other,1100.0,2.0,1.0,70.0,2.0
